mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,tinhtrang,nambd
be375baaxpvaibaexe9jdlha4z2ghj3/pvstcxr2,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
2420ed57xpvaibaexe/lh6v1xxtkja6jlfrupklm,1995.0,1.0,đồng tháp,httt0001,httt,cttt,8.0,d480104,3.0,2013.0
83b76c01xpvaibaexe/loccskaoio2k46r7t4qnt,1994.0,1.0,hà nam,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
91f785abxpvaibaexe/loccskaoio5y4gbvvurqu,1995.0,1.0,hồ chí minh,httt0001,httt,cttt,8.0,d480104,3.0,2013.0
007c275dxpvaibaexe+tfgedwynnveoomoyeyzf6,1995.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
4d1054a2xpvaibaexe8wd3qnvg2b/av/yyzs56/d,1995.0,0.0,hà tĩnh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
ae78a5c2xpvaibaexe+yu1j0ocviqv7up2ksrfnx,1995.0,1.0,thanh hoá,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
c6114925xpvaibaexe/bn5cqsu92wepawyzsqola,1995.0,1.0,quảng ngãi,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
eaa0b693xpvaibaexe99j2p15eeb04xwhz0tzli4,1994.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
01cd0fe9xpvaibaexe/ykn5ysyyl7c/lvirfhl6k,1993.0,1.0,khánh hoà,khtn2013,khmt,cntn,8.0,d480101,5.0,2013.0
9c8782a5xpvaibaexe9lf2o7vejwnskij3b/kh8y,1995.0,1.0,khánh hoà,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
4dd248d9xpvaibaexe+6mn9fow2mqelov0tjpgtd,1995.0,1.0,cần thơ,mtcl2013,ktmt,clc,8.0,d520214,3.0,2013.0
ff601afcxpvaibaexe93peysajovk+or7t0uzryf,1991.0,1.0,khánh hoà,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
f257be3expvaibaexe+lo6ejkhwaqx9v5oomnekz,1995.0,1.0,khánh hoà,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
933c1fd5xpvaibaexe9m021ivaawilpvfi2513m9,1995.0,0.0,gia lai,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
c29ea000xpvaibaexe8jolcsaisstlksqecu+uyk,1995.0,1.0,tiền giang,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
931c7551xpvaibaexe9ystifngomwrbirvzkrprw,1995.0,1.0,vĩnh long,antt2013,mmt&tt,cqui,8.0,d480201,5.0,2013.0
7081fe0axpvaibaexe/wso41+3xfkbwpg5irjavv,1995.0,1.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
1144c476xpvaibaexe/fejqn8/s5fmtebtq6dfpo,1995.0,1.0,hồ chí minh,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
e80cfc67xpvaibaexe+fmxcqgvribas3hmtuylgw,1995.0,0.0,bình dương,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
59cd26eexpvaibaexe8wlx2/dthdaummtwfxvmcu,1994.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
add6626axpvaibaexe/sxwnrab2vgdj3jmkixwre,1995.0,1.0,kiên giang,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
4afe5a8expvaibaexe9mlbi3ccq2bmqcbjt1z6h0,1995.0,1.0,lâm đồng,antt2013,mmt&tt,cqui,8.0,d480299,3.0,2013.0
809877dcxpvaibaexe8/3inqysorb/0vloiti8og,1994.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
c4b57b74xpvaibaexe+wmtnhlfgiwrntvgutcknx,1995.0,1.0,hải dương,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
f0d55309xpvaibaexe9jdumjpcat8jvbqjams4ky,1995.0,1.0,lâm đồng,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
c47110efxpvaibaexe/pgaannwvbuf95kjjbq6bs,1995.0,1.0,kiên giang,antt2013,mmt&tt,cqui,8.0,d480299,3.0,2013.0
074d8586xpvaibaexe8s1xx8dwm0qvmydwkqi9z8,1995.0,1.0,trà vinh,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
fe92b059xpvaibaexe9e+kue/nfliskxeugpimay,1995.0,0.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
c57530a4xpvaibaexe8hvnm4ihlelvtcbud7ztlv,1995.0,0.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
3e479342xpvaibaexe+kwir/vxjl01d1beeukzan,1995.0,1.0,nam định,ktpm0001,cnpm,cqui,8.0,d480103,5.0,2013.0
601e0986xpvaibaexe+y4ivhjp8sxpmss9jvmguu,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
e210aa8expvaibaexe/asavnwdrs7euzuteqhaql,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
5b67ff77xpvaibaexe/sxwnrab2vghqoisebh7by,1995.0,1.0,quảng nam,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
a71e7b7expvaibaexe+gstdvgy5pdvugtlka9wy2,1995.0,1.0,hải dương,mmtt0001,mmt&tt,cqui,8.0,d480299,8.0,2013.0
9cb66503xpvaibaexe9e+kue/nflivhlsaedjpcv,1995.0,1.0,bình thuận,cntt0001,kttt,cqui,8.0,d480201,3.0,2013.0
a406e7fdxpvaibaexe/xbblewrhgqyqrazwms21c,1995.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
6e67eb19xpvaibaexe/x/wixypgyast5qiaayiqu,1995.0,1.0,trà vinh,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
62200a76xpvaibaexe9/su+qlcydmsqrq0km5nhu,1995.0,1.0,quảng bình,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
0cbe4487xpvaibaexe+fmxcqgvribaaiapdgkorx,1995.0,1.0,hồ chí minh,cttt2013,httt,cttt,8.0,d480104,5.0,2013.0
2441a7c2xpvaibaexe8vekuw4elehn5inkxockf2,1995.0,1.0,quảng ngãi,ktpm0001,cnpm,clc,8.0,d480103,3.0,2013.0
c76005a8xpvaibaexe/x/wixypgyag54zpujwgey,1995.0,1.0,lâm đồng,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
52e66659xpvaibaexe/7sxkigc7f5zukr2wlnro3,1995.0,1.0,quảng ngãi,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
516d213cxpvaibaexe9jdumjpcat8sqifwybartw,1995.0,1.0,quảng ngãi,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
41ebf544xpvaibaexe8/3inqysorb+za0ywmmptx,1995.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,8.0,d480299,5.0,2013.0
6eb4408fxpvaibaexe+cd1fkelqxl06nwb8jxnux,1995.0,1.0,lâm đồng,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
b5953d10xpvaibaexe+bhzka9xggxwnkm2l+acxt,1995.0,1.0,quảng ngãi,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
baa21e56xpvaibaexe9xnw4t0gpgx5ergjwy9ide,1994.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,8.0,d480102,5.0,2013.0
b3078280xpvaibaexe9kdsvv3crkmr3thedfuzst,1995.0,1.0,quảng ngãi,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
2abbe719xpvaibaexe9hpqqhqoopyuj9wju9hlcm,1995.0,1.0,bến tre,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
aa971f36xpvaibaexe+fmxcqgvriba5vxtc+v0/y,1995.0,1.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
cd84523expvaibaexe+llvbxzunmja9yrcwsmo7a,1995.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,5.0,2013.0
cd52678bxpvaibaexe97hu2rthdnnha5e5dkdc+d,1995.0,1.0,đồng tháp,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
55d02cb4xpvaibaexe9m021ivaawiaql8baljrn4,1995.0,0.0,tiền giang,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
ff648425xpvaibaexe97hu2rthdnnauhakpicpto,1995.0,1.0,lâm đồng,ktpm0001,cnpm,cqui,8.0,d480103,5.0,2013.0
c2100719xpvaibaexe/bqa0y8r3trcj/jtkxsbzj,1995.0,1.0,ninh thuận,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
e99e9ea2xpvaibaexe+llvbxzunmjfoikyw9ng8u,1995.0,1.0,quảng ngãi,antn2013,mmt&tt,kstn,8.0,d480299,3.0,2013.0
31d5d488xpvaibaexe85kg8gbehwbxd0x3mi2el8,1994.0,1.0,bình định,cttt2013,httt,cttt,8.0,d480104,5.0,2013.0
7e308531xpvaibaexe879+aog1gh8i58q/vmq7ru,1995.0,1.0,tiền giang,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
0fcb6532xpvaibaexe879+aog1gh8o0eeqcyq8hr,1995.0,1.0,hồ chí minh,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
baf446bfxpvaibaexe879+aog1gh8uqreauqa0ag,1995.0,1.0,lâm đồng,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
599dffb8xpvaibaexe879+aog1gh8ljvchsn7o+v,1995.0,1.0,an giang,ktpm0001,cnpm,cqui,8.0,d480103,5.0,2013.0
364b9e9bxpvaibaexe879+aog1gh8srvdbmzsixe,1995.0,0.0,bà rịa - vũng tàu,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
bbad4f2bxpvaibaexe879+aog1gh8vgaqyz3wjar,1995.0,1.0,hồ chí minh,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
88c15831xpvaibaexe879+aog1gh8umwwp9sxqnj,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,8.0,d480103,3.0,2013.0
fc77e598xpvaibaexe879+aog1gh8pb/q8kzj2a3,1995.0,1.0,thừa thiên - huế,antn2013,mmt&tt,kstn,8.0,d480299,3.0,2013.0
9e9a38aexpvaibaexe879+aog1gh8jbg5ccj9ksf,1994.0,1.0,kiên giang,httt0001,httt,cqui,8.0,d480104,8.0,2013.0
140e6c4cxpvaibaexe/asavnwdrs7te/6fhn3jz9,1995.0,1.0,kon tum,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
a6ea9f79xpvaibaexe/asavnwdrs7dxihpgvggph,1995.0,1.0,vĩnh long,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
f9ad085cxpvaibaexe/asavnwdrs7ejs/e1rgnuq,1995.0,1.0,tây ninh,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
b1460568xpvaibaexe/asavnwdrs7f+ampj9kbjl,1995.0,0.0,ninh thuận,khmt0001,khmt,cqui,8.0,d480101,8.0,2013.0
32ca7383xpvaibaexe/asavnwdrs7w3j9+tve5zi,1995.0,1.0,hà nội,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
85a1ef64xpvaibaexe/asavnwdrs7adwg/eutygp,1995.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
e68386bcxpvaibaexe/asavnwdrs7bt1mwa0tqq/,1995.0,1.0,đồng nai,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
786be3ebxpvaibaexe/asavnwdrs7uaj1ytnlmwy,1995.0,1.0,kiên giang,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
f585674dxpvaibaexe93peysajovk6t3muzthkox,1995.0,1.0,cần thơ,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
9095eee4xpvaibaexe93peysajovk2korjqcpxlr,1995.0,0.0,đồng nai,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
246bfb8axpvaibaexe93peysajovk7f1tlf/mfro,1994.0,1.0,hồ chí minh,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
9593c5a1xpvaibaexe93peysajovkwygf+owqhpe,1995.0,1.0,bình thuận,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
b652e11dxpvaibaexe93peysajovkyjm7attknby,1995.0,0.0,lâm đồng,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
d563be5expvaibaexe93peysajovk29beikxuhf+,1995.0,0.0,bình thuận,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
98247e19xpvaibaexe93peysajovkxsz+hiviyyj,1995.0,1.0,cần thơ,httt0001,httt,cqui,8.0,d480104,5.0,2013.0
94d07c75xpvaibaexe93peysajovk2ldmz8hmbbn,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
33472657xpvaibaexe8ge2uhv4j4bweoqnnp7n/7,1995.0,0.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
04f89839xpvaibaexe8ge2uhv4j4b7n8hgeptcln,1995.0,1.0,khánh hoà,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
4cd37f46xpvaibaexe8ge2uhv4j4byyo6uzlkm42,1995.0,1.0,thanh hoá,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
c1a9fd65xpvaibaexe8ge2uhv4j4bztlfcscqmww,1995.0,1.0,nghệ an,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
5236793dxpvaibaexe8ge2uhv4j4b3ck3m4mi0jb,1995.0,1.0,quảng ngãi,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
7caaee6bxpvaibaexe8ge2uhv4j4b+kfxfdub6ad,1995.0,1.0,bình định,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
97ce096expvaibaexe8ge2uhv4j4b99t3e9bmk5q,1993.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,8.0,2013.0
1ce4cdb2xpvaibaexe8ge2uhv4j4bys1gt3otwsa,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
24dc3d8axpvaibaexe8ge2uhv4j4b18quy8ruyi8,1995.0,1.0,thừa thiên - huế,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
6e479e37xpvaibaexe+1p/4gnbgres61me4ezb4e,1995.0,1.0,bình dương,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
13d944e0xpvaibaexe+1p/4gnbgrezhdr7ox7edx,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
b2bc792fxpvaibaexe+1p/4gnbgrefotgueut4wa,1995.0,1.0,thanh hoá,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
ee98de11xpvaibaexe+1p/4gnbgrecmcgsufy/ko,1995.0,1.0,bình thuận,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
182edddcxpvaibaexe+1p/4gnbgredayjhlzp30b,1993.0,1.0,hà nam,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
f5705943xpvaibaexe+1p/4gnbgreyz1sk9mulny,1995.0,1.0,bình định,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
1d5ec289xpvaibaexe+1p/4gnbgreej2vilzrw72,1995.0,1.0,lâm đồng,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
fe176735xpvaibaexe+1p/4gnbgreq94nptp4/sd,1995.0,1.0,hồ chí minh,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
b35c4d81xpvaibaexe+4hxkfaqwuhmpsx+ypsjqx,1995.0,1.0,quảng bình,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
58e06bd3xpvaibaexe+4hxkfaqwuhil+w/2ugtml,1995.0,1.0,bà rịa - vũng tàu,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
0a2744acxpvaibaexe+4hxkfaqwuhjdfgwekvxxz,1995.0,1.0,đồng nai,cntt0001,kttt,cqui,8.0,d480201,3.0,2013.0
51e1c3e0xpvaibaexe+4hxkfaqwuhlp2zzmiiyre,1995.0,1.0,lâm đồng,antt2013,mmt&tt,cqui,8.0,d480299,3.0,2013.0
bdedd44dxpvaibaexe+4hxkfaqwuhaqgsgtqeios,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,5.0,2013.0
bc40ef90xpvaibaexe+4hxkfaqwuhcn4cgcxf0tj,1995.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
a70f6eccxpvaibaexe+4hxkfaqwuhgfmu3pmgcng,1995.0,1.0,đồng nai,mtcl2013,ktmt,clc,8.0,d520214,5.0,2013.0
530fe4e9xpvaibaexe+4hxkfaqwuhfselpa2njhn,1995.0,1.0,tiền giang,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
3e756495xpvaibaexe9p07hcrvmhca0nlhgm6qsn,1995.0,1.0,quảng ngãi,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
5e4374b1xpvaibaexe9p07hcrvmhccxtnaknc9wy,1995.0,1.0,bình thuận,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
53d6b6a5xpvaibaexe9p07hcrvmhcdwevna10bwl,1995.0,1.0,đồng tháp,httt0001,httt,cqui,8.0,d480104,8.0,2013.0
0d5828baxpvaibaexe9p07hcrvmhcf8zveiq5xwl,1995.0,1.0,phú yên,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
981c7989xpvaibaexe9p07hcrvmhccxhupzwlaj2,1995.0,1.0,bình thuận,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
f8e79c58xpvaibaexe9p07hcrvmhcrobnyhyqd/n,1994.0,1.0,nam định,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
538fdefexpvaibaexe9p07hcrvmhce3unm2xvnxe,1995.0,1.0,bà rịa - vũng tàu,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
8b7499d5xpvaibaexe9p07hcrvmhccn1vuplzj5m,1995.0,1.0,đồng nai,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
9d24935axpvaibaexe9p07hcrvmhcak9iqtze/ls,1995.0,1.0,tiền giang,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
0f6fd99fxpvaibaexe9hpqqhqoopydgyikrryin1,1995.0,1.0,đồng nai,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
64e9fde3xpvaibaexe9hpqqhqoopystw/r4lohbb,1995.0,1.0,hồ chí minh,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
31344271xpvaibaexe9hpqqhqoopyq/t6/ypd1bo,1995.0,1.0,đồng nai,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
0ecfdce2xpvaibaexe9hpqqhqoopyenrltjjylmh,1995.0,0.0,quảng ngãi,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
83845261xpvaibaexe9hpqqhqoopyyvq0zhwjv2w,1995.0,0.0,đồng nai,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
02fa9b28xpvaibaexe9hpqqhqoopyx9isjjx1yiu,1995.0,1.0,nghệ an,httt0001,httt,cqui,8.0,d480104,5.0,2013.0
952c9bd7xpvaibaexe9hpqqhqoopyvkufzf5blys,1995.0,1.0,hồ chí minh,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
76cacacbxpvaibaexe9hpqqhqoopyv0cvrwnupgz,1995.0,0.0,thanh hoá,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
f832105bxpvaibaexe+cd1fkelqxl8dha7yinstm,1993.0,1.0,nam định,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
209dffa3xpvaibaexe+cd1fkelqxl0w/ciugdc4i,1995.0,1.0,hồ chí minh,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
2527bab9xpvaibaexe+cd1fkelqxl9jgstboq3t8,1995.0,0.0,quảng ngãi,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
3e437e83xpvaibaexe+cd1fkelqxl3amjmxrtddl,1995.0,1.0,bình định,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
e997d336xpvaibaexe+cd1fkelqxl3gg+iexlrll,1995.0,1.0,bình thuận,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
4d645550xpvaibaexe+cd1fkelqxl9313y/yapxl,1995.0,1.0,lâm đồng,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
47140b5bxpvaibaexe+cd1fkelqxl341hodw+e7i,1995.0,1.0,hà tĩnh,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
8719aff0xpvaibaexe+cd1fkelqxlxhcg1eahaje,1995.0,1.0,quảng nam,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
85ab9a11xpvaibaexe+cd1fkelqxl3rmzzdf2nuw,1994.0,1.0,nam định,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
a0cbac25xpvaibaexe/pgaannwvbuig+w572qfzr,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
d39ebba2xpvaibaexe/pgaannwvbuh5ucb2oerfm,1995.0,1.0,hà tĩnh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
479e77a5xpvaibaexe/pgaannwvbunsider/n3m6,1995.0,1.0,đắk lắk,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
8219ea1dxpvaibaexe/pgaannwvbuawbugiapcg8,1995.0,1.0,đồng nai,antt2013,mmt&tt,cqui,8.0,d480201,5.0,2013.0
5b6eee16xpvaibaexe/pgaannwvbukb+697alta7,1995.0,1.0,quảng bình,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
4bf55c16xpvaibaexe/pgaannwvbulyxtwnjnzcf,1994.0,1.0,quảng bình,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
d8b81312xpvaibaexe/pgaannwvbuifmrv3br2wn,1995.0,1.0,hồ chí minh,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
a0e35b97xpvaibaexe/pgaannwvbugqebtzipkbn,1994.0,1.0,khánh hoà,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
5e0fc4ebxpvaibaexe/pgaannwvbuczkileflh7i,1994.0,1.0,đắk nông,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
2d110b13xpvaibaexe+lo6ejkhwaqqmgtsf0se6i,1995.0,1.0,quảng ngãi,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
8688239bxpvaibaexe+lo6ejkhwaqdxlz0hnoymx,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
d06a6062xpvaibaexe+lo6ejkhwaqfw61nrig7m4,1995.0,1.0,bến tre,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
8dd54882xpvaibaexe+lo6ejkhwaqfudan2pbvrw,1995.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
553f83d0xpvaibaexe+lo6ejkhwaqxmbzakiceyv,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
4d3a7564xpvaibaexe+lo6ejkhwaqxs675wwbm48,1995.0,1.0,đồng tháp,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
51bd86dfxpvaibaexe+lo6ejkhwaqbdd3ainskar,1995.0,1.0,đồng nai,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
c83a25dcxpvaibaexe9x5bpekoa0mpwrb2a9cxkr,1995.0,1.0,đắk nông,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
a2a984f7xpvaibaexe9x5bpekoa0mp7uv1irtaed,1995.0,1.0,an giang,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
91c557bbxpvaibaexe9x5bpekoa0mhzvi3xnxife,1995.0,1.0,hồ chí minh,cttt2013,httt,cttt,8.0,d480104,3.0,2013.0
0e631785xpvaibaexe9x5bpekoa0mgpwttwg2rv7,1995.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
85fa5549xpvaibaexe9x5bpekoa0msfo9rqkadmb,1995.0,0.0,bình dương,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
5032dd33xpvaibaexe9x5bpekoa0mil88xvsir4r,1995.0,0.0,quảng bình,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
49daaf86xpvaibaexe9x5bpekoa0mvchmz6rxbhe,1995.0,0.0,quảng ngãi,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
9a277123xpvaibaexe9x5bpekoa0mmvf3uziq5oi,1995.0,1.0,bình thuận,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
da4648baxpvaibaexe8ckeix0kseehu30caak2wt,1995.0,1.0,tiền giang,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
4bbc8929xpvaibaexe8ckeix0kseec2d6tqzpwfy,1995.0,0.0,an giang,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
0df7e48fxpvaibaexe8ckeix0kseel2w5fd8xm6m,1995.0,0.0,khánh hoà,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
0d5f945expvaibaexe8ckeix0kseemkbwidrc9so,1995.0,0.0,long an,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
93a9cf9cxpvaibaexe8ckeix0kseebrxpslhxsvc,1995.0,1.0,quảng ngãi,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
e4b6df8fxpvaibaexe8ckeix0kseeovnfnmexxan,1995.0,1.0,gia lai,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
1ad297ddxpvaibaexe8ckeix0kseeaegfbwnr/en,1994.0,1.0,thanh hoá,khmt0001,khmt,cqui,8.0,d480101,5.0,2013.0
6ecc84e3xpvaibaexe80ggmwunektx6palidxbtb,1995.0,1.0,khánh hoà,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
d3602269xpvaibaexe80ggmwunekt3wj11uigulq,1995.0,1.0,đồng nai,httt0001,httt,cqui,8.0,d480104,8.0,2013.0
302c659fxpvaibaexe80ggmwunekt9hqe57p7s6c,1995.0,1.0,tiền giang,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
9060ae5fxpvaibaexe80ggmwunekt7ow9cjiqrpl,1995.0,1.0,đồng nai,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
741baeacxpvaibaexe80ggmwunekt1wc4lrex8cx,1995.0,1.0,đồng nai,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
3509a991xpvaibaexe80ggmwunekt+evwuzt6lqj,1995.0,1.0,lâm đồng,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
11f38b68xpvaibaexe80ggmwunekt2/+0d+ftnad,1995.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
