mssv,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,tinhtrang,nambd
740bf475xpvaibaexe80ggmwunekt0dmgogib8ko,1994.0,1.0,bình thuận,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
46187904xpvaibaexe80ggmwunekt+rbnozgeobh,1995.0,1.0,an giang,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
8c0e9865xpvaibaexe80ggmwunekt1erejxtk1w6,1995.0,1.0,quảng nam,ktpm0001,cnpm,cqui,8.0,d480103,5.0,2013.0
cb86cee4xpvaibaexe83etin4mi2njakllhqpqif,1995.0,0.0,bình định,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
6d3a87a7xpvaibaexe83etin4mi2nuc2ln7/pp+p,1995.0,1.0,thanh hoá,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
3cb24347xpvaibaexe83etin4mi2ntso94rp+at8,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
314a9efdxpvaibaexe83etin4mi2ntxuuylz7okp,1995.0,1.0,hồ chí minh,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
e05f2deaxpvaibaexe83etin4mi2nrg4zhf61jn+,1995.0,1.0,bà rịa - vũng tàu,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
694330bcxpvaibaexe83etin4mi2ngvw488wcp/k,1995.0,1.0,quảng ngãi,cntt0001,kttt,cqui,8.0,d480201,3.0,2013.0
03b1bf87xpvaibaexe83etin4mi2ns5qclkpljkc,1995.0,1.0,bình định,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
6920b9aaxpvaibaexe83etin4mi2ns6nzhluaihe,1995.0,1.0,gia lai,mmtt0001,mmt&tt,kstn,8.0,d480299,3.0,2013.0
ab1f6aa8xpvaibaexe83etin4mi2nszto21zu7z9,1995.0,1.0,quảng ngãi,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
73fcd503xpvaibaexe/ykalync3m942m9zzkluod,1995.0,1.0,khánh hoà,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
b8b283d5xpvaibaexe/ykalync3m91sqm4cv+tqd,1995.0,1.0,khánh hoà,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
2f237aa9xpvaibaexe/ykalync3m967dom4wk2ij,1995.0,1.0,bình dương,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
f309234expvaibaexe/ykalync3m9+ibo6izj0cn,1995.0,1.0,bình dương,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
81d2ab1fxpvaibaexe/ykalync3m9zttf89k7owj,1995.0,1.0,long an,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
5792ef1axpvaibaexe/ykalync3m90v7yzvt+oyp,1995.0,1.0,bình thuận,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
001bb05expvaibaexe/ykalync3m92bzm+vhzyc0,1995.0,1.0,khánh hoà,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
4283e94dxpvaibaexe/ykalync3m95g1fyl7q9dg,1994.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
2d469f82xpvaibaexe/ykalync3m9yanvuerkywr,1995.0,1.0,đồng nai,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
85c41091xpvaibaexe9ikirwqei6/e3o02jlnmlt,1991.0,1.0,quảng ngãi,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
29dac8e5xpvaibaexe9ikirwqei6/aabaazmbpha,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
42a0a8eexpvaibaexe9ikirwqei6/h1clhjwal6i,1995.0,1.0,bến tre,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
c64d90e5xpvaibaexe9ikirwqei6/fxzkk7l9+s5,1995.0,1.0,long an,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
c4ef60b5xpvaibaexe9ikirwqei6/ntxytyp5ig8,1995.0,1.0,đồng nai,antt2013,mmt&tt,cqui,8.0,d480201,5.0,2013.0
08bc841dxpvaibaexe9ikirwqei6/l0wwllqs16x,1995.0,1.0,hồ chí minh,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
6aef2ec0xpvaibaexe86736b6ol+/ewtijhvlvrj,1995.0,1.0,hồ chí minh,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
f99ce6dexpvaibaexe86736b6ol+/o3zqu1aw1/c,1995.0,1.0,tiền giang,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
e934bcd3xpvaibaexe86736b6ol+/mlj5vorqv8u,1994.0,1.0,thái bình,khmt0001,khmt,cqui,8.0,d480101,5.0,2013.0
7259e977xpvaibaexe86736b6ol+/preemy8fts4,1995.0,1.0,hồ chí minh,cttt2013,httt,cttt,8.0,d480104,3.0,2013.0
a7930fd4xpvaibaexe86736b6ol+/nwyaivhptcm,1995.0,1.0,bình thuận,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
33f840bexpvaibaexe86736b6ol+/h7p3cx/tka4,1995.0,1.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
7b2e75bdxpvaibaexe86736b6ol+/bczp68ockkb,1995.0,1.0,kiên giang,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
678a7e53xpvaibaexe86736b6ol+/jgt4pokxwzn,1995.0,1.0,bình phước,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
6f75613cxpvaibaexe8/3inqysorbxrmfjiedct7,1995.0,1.0,đồng tháp,antn2013,mmt&tt,kstn,8.0,d480299,3.0,2013.0
5a122a3dxpvaibaexe8/3inqysorby1ytn00kxsc,1995.0,1.0,hà tĩnh,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
2156dac0xpvaibaexe8/3inqysorb4spm8jam1aj,1994.0,1.0,gia lai,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
11d7fbb7xpvaibaexe8/3inqysorby7kyf2iznei,1995.0,1.0,tiền giang,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
9b47d5aexpvaibaexe8/3inqysorb2yc7gdxyezc,1995.0,1.0,đồng nai,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
ffdfd671xpvaibaexe8/3inqysorb8gpuwsq8fwa,1986.0,1.0,hoà bình,cttt2013,httt,cttt,8.0,d480104,5.0,2013.0
e5e0d43fxpvaibaexe8/3inqysorb3l2ir3l7h2w,1995.0,1.0,hồ chí minh,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
1d719539xpvaibaexe8/3inqysorb0av1qvzgoa5,1994.0,1.0,đồng nai,ktpm0001,cnpm,clc,8.0,d480103,3.0,2013.0
1a43fba2xpvaibaexe9lf2o7vejwngmxmytmcfqu,1995.0,1.0,kon tum,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
c02be079xpvaibaexe9lf2o7vejwnqkpnwio0vrs,1995.0,1.0,lâm đồng,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
6941edcfxpvaibaexe9lf2o7vejwnigzwdbexchf,1995.0,1.0,đồng nai,khmt0001,khmt,cqui,8.0,d480101,5.0,2013.0
3622e58bxpvaibaexe9lf2o7vejwnjkh+xdoxpbr,1995.0,1.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
603115a9xpvaibaexe9lf2o7vejwnmxlsu7sojkq,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
a5889011xpvaibaexe9lf2o7vejwnht67pu11g7v,1995.0,1.0,tây ninh,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
b4df0e0bxpvaibaexe9lf2o7vejwnjznp3xerpyn,1995.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,cqui,8.0,d520214,5.0,2013.0
17946c80xpvaibaexe9lf2o7vejwnojr7ptzczwm,1994.0,1.0,đà nẵng,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
a27e2507xpvaibaexe+yu1j0ocviqqmevvgfizi+,1995.0,1.0,hồ chí minh,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
61886879xpvaibaexe+yu1j0ocviqftuk2ebvhjz,1995.0,1.0,đồng nai,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
dea3783expvaibaexe+yu1j0ocviqzor0fwybaoj,1995.0,1.0,đồng nai,httt0001,httt,cttt,8.0,d480104,3.0,2013.0
caf1c679xpvaibaexe+yu1j0ocviqc3aovuiyn2y,1995.0,1.0,khánh hoà,ktmt2013,ktmt,cqui,8.0,d520214,3.0,2013.0
9e398853xpvaibaexe+yu1j0ocviqeu3f7/hmvao,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
f94de2cdxpvaibaexe+yu1j0ocviqvvrg08bkchw,1995.0,1.0,quảng ngãi,cntt0001,kttt,cqui,8.0,d480201,5.0,2013.0
fa254441xpvaibaexe+yu1j0ocviqedypspz8aww,1995.0,1.0,đồng nai,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
eb87a112xpvaibaexe+yu1j0ocviqsbxkj24nkqq,1995.0,1.0,ninh bình,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
a4eeb45expvaibaexe+wmtnhlfgiwjn3iuw7uj8e,1995.0,1.0,an giang,ktmt0001,ktmt,cqui,8.0,d520214,8.0,2013.0
02c4644fxpvaibaexe+wmtnhlfgiwhu0vsxu3tyn,1995.0,1.0,quảng bình,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
b3a50c98xpvaibaexe+wmtnhlfgiwn75t0yboedj,1995.0,1.0,an giang,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
eafb8611xpvaibaexe+wmtnhlfgiwhutxutju+op,1995.0,1.0,ninh thuận,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
ead40691xpvaibaexe+wmtnhlfgiwtb87ctjmzyb,1995.0,1.0,bà rịa - vũng tàu,antt2013,mmt&tt,cqui,8.0,d480201,5.0,2013.0
6b2f14ccxpvaibaexe+wmtnhlfgiwsa71h+ulll3,1995.0,1.0,long an,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
66b24040xpvaibaexe+wmtnhlfgiwn9isiemrgpv,1995.0,1.0,ninh thuận,httt0001,httt,cqui,8.0,d480104,3.0,2013.0
08890ff6xpvaibaexe+wmtnhlfgiwlwvqajnsgpn,1995.0,1.0,hồ chí minh,cttt2013,httt,cttt,8.0,d480104,5.0,2013.0
177e1625xpvaibaexe+wmtnhlfgiwqlkpqjcrqi5,1994.0,1.0,đắk lắk,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
2974f9d5xpvaibaexe+lwq621apacrtrvvgbsurf,1995.0,0.0,đồng tháp,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
920a152expvaibaexe+lwq621apacfvqpvb0aqxr,1995.0,1.0,bình dương,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
12a9523fxpvaibaexe+lwq621apacfiody2wojet,1995.0,0.0,trà vinh,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
e62a53dexpvaibaexe+lwq621apacberjd/pd6me,1994.0,1.0,cà mau,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
2fb67786xpvaibaexe+lwq621apacelpphx2sj6r,1995.0,1.0,gia lai,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
c34827c5xpvaibaexe+lwq621apacyn/g0l78ir9,1995.0,1.0,bình định,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
0fc485b7xpvaibaexe+lwq621apacwnsixsrdxsm,1995.0,1.0,bình định,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
b3134f24xpvaibaexe+lwq621apaczlqatrpnif4,1995.0,1.0,bình định,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
45213e72xpvaibaexe/loccskaoio/d9phcrupc/,1995.0,1.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
132730f3xpvaibaexe/loccskaoio3eucdxcyg9f,1995.0,1.0,lâm đồng,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
a7480f67xpvaibaexe/loccskaoio75myb5p3ldq,1995.0,1.0,đắk lắk,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
f751be36xpvaibaexe/loccskaoio+4lauqrfapr,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,8.0,2013.0
c06d6804xpvaibaexe/loccskaoiozn1wuehqe1s,1995.0,1.0,hồ chí minh,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
0ea8d3d2xpvaibaexe/loccskaoiozxorymghvil,1995.0,1.0,vĩnh long,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
979a928axpvaibaexe/loccskaoio+majg9wgnrj,1995.0,1.0,quảng trị,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
9fda2448xpvaibaexe/loccskaoio4pc+m4anvn4,1995.0,0.0,quảng nam,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
7a7166daxpvaibaexe83v/kfvw2bbz0o/kvhzc30,1995.0,0.0,hải dương,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
29046716xpvaibaexe83v/kfvw2bbr3wivsbjf7n,1995.0,0.0,bình dương,antt2013,mmt&tt,cqui,8.0,d480299,3.0,2013.0
741a5568xpvaibaexe83v/kfvw2bbx1pd9yzofg+,1995.0,0.0,lâm đồng,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
2049e34dxpvaibaexe83v/kfvw2bbsm6mmpn3kn9,1995.0,0.0,hưng yên,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
b646c3c8xpvaibaexe83v/kfvw2bbvmhvt6fez4k,1995.0,0.0,lâm đồng,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
27c73c4cxpvaibaexe83v/kfvw2bbek/nsgnfc2g,1994.0,1.0,hà nội,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
80790c23xpvaibaexe83v/kfvw2bbdhxazukwyd8,1995.0,1.0,đồng tháp,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
9caf3cdbxpvaibaexe83v/kfvw2bbf/inpsmd2jy,1995.0,1.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
cab6d6adxpvaibaexe+1j/aqdkpm27nzkkmnxryy,1995.0,0.0,quảng nam,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
e95e7c6dxpvaibaexe+1j/aqdkpm22dhf6p99fdj,1994.0,1.0,đồng tháp,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
2c9e3006xpvaibaexe+1j/aqdkpm2yvdjmi0fdgl,1995.0,1.0,hồ chí minh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
50f45e0fxpvaibaexe+1j/aqdkpm28+w/hggnhn2,1995.0,1.0,bình thuận,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
a09f2752xpvaibaexe+1j/aqdkpm215n3vvhdq2x,1995.0,1.0,bến tre,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
a92e401axpvaibaexe+1j/aqdkpm23n3jq7am/ra,1995.0,1.0,bà rịa - vũng tàu,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
42eb4a9dxpvaibaexe+1j/aqdkpm28lnl/yx0gv5,1995.0,1.0,bình định,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
7420f19fxpvaibaexe+1j/aqdkpm27otdgzsa+ut,1994.0,1.0,cần thơ,ktpm0001,cnpm,clc,8.0,d480103,5.0,2013.0
632326bexpvaibaexe+1j/aqdkpm23xs0ljo7elx,1994.0,0.0,đồng tháp,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
781b05edxpvaibaexe+1j/aqdkpm28lybjvxl6wn,1995.0,1.0,long an,pmcl2013,cnpm,clc,8.0,d480103,5.0,2013.0
52a13a56xpvaibaexe8y+/3ur2pktbzkglmhndae,1995.0,0.0,bình dương,antn2013,mmt&tt,kstn,8.0,d480299,3.0,2013.0
6243a4c3xpvaibaexe8y+/3ur2pktkxbgdambgvn,1995.0,1.0,hồ chí minh,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
70688be9xpvaibaexe8y+/3ur2pktp74qdoblprc,1995.0,1.0,bình phước,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
fb623556xpvaibaexe8y+/3ur2pktnbh/fe4kqis,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
8850b56axpvaibaexe8y+/3ur2pktm01dracefoq,1995.0,1.0,tiền giang,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
2c674c46xpvaibaexe8y+/3ur2pktognxs8ofvnz,1995.0,1.0,bình định,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
52f1243bxpvaibaexe8y+/3ur2pktdwl/5oa1ytb,1995.0,1.0,kon tum,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
3f6744f0xpvaibaexe8y+/3ur2pktisbbfdhrrin,1995.0,1.0,hà tĩnh,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
1d74c87fxpvaibaexe8y+/3ur2pktkefwioefkn0,1995.0,1.0,quảng ngãi,cntt0001,kttt,cqui,8.0,d480201,8.0,2013.0
eb858a9expvaibaexe+kwir/vxjl06gmqan1u5lh,1995.0,1.0,bình phước,ktpm2013,cnpm,cqui,8.0,d480103,5.0,2013.0
797d94bcxpvaibaexe+kwir/vxjl0xams344urfm,1995.0,1.0,đắk lắk,khmt0001,khmt,cqui,8.0,d480101,5.0,2013.0
e8100f85xpvaibaexe+kwir/vxjl06p43mqkwkpk,1995.0,1.0,bình phước,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
52b1cc2dxpvaibaexe+kwir/vxjl0w+fyuw1abq7,1995.0,1.0,đắk lắk,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
15c33cc5xpvaibaexe+kwir/vxjl0wyohop14jzj,1995.0,1.0,khánh hoà,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
52d6e13axpvaibaexe+kwir/vxjl04mdfk2cgeql,1995.0,1.0,gia lai,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
9a2b00e7xpvaibaexe+kwir/vxjl0y8ceqb0jdrp,1995.0,1.0,hồ chí minh,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
cf807904xpvaibaexe+kwir/vxjl0xc3ghl3xt9p,1995.0,1.0,thanh hoá,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
6426d277xpvaibaexe+kwir/vxjl04gqln5sec66,1995.0,1.0,khánh hoà,khmt0001,khmt,cqui,8.0,d480101,8.0,2013.0
40f7e8d0xpvaibaexe+nzbq3b0xehfcwxlmoc4pj,1995.0,1.0,đồng nai,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
c307f053xpvaibaexe+nzbq3b0xehx8pabyu6iv1,1995.0,0.0,đắk lắk,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
23a5ce7expvaibaexe+nzbq3b0xehb5k9/vzpsul,1995.0,1.0,long an,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
0e8ecfa9xpvaibaexe+nzbq3b0xehybjv4wky1zv,1995.0,1.0,an giang,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
92ca755cxpvaibaexe+nzbq3b0xehuef59ddved4,1995.0,1.0,thừa thiên - huế,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
b4303cd0xpvaibaexe+nzbq3b0xehvoljxuzryzx,1995.0,1.0,bình định,pmcl2013,cnpm,clc,8.0,d480103,3.0,2013.0
a7916d60xpvaibaexe+nzbq3b0xehxdvky778k5c,1995.0,1.0,bình dương,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
f188f59axpvaibaexe+nzbq3b0xehx0gn3eygcol,1995.0,1.0,đồng nai,mmtt0001,mmt&tt,cqui,8.0,d480102,3.0,2013.0
c1306640xpvaibaexe+nzbq3b0xehx/ozbtzk5f7,1995.0,1.0,hồ chí minh,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
66389e7fxpvaibaexe9jjgnhrmbjflqzajn7gwvb,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
2bba5161xpvaibaexe9jjgnhrmbjfkh/y5p5juky,1995.0,1.0,hồ chí minh,cntt0001,kttt,cqui,8.0,d480201,3.0,2013.0
4e60f742xpvaibaexe9jjgnhrmbjfaqoiehyy/vf,1995.0,1.0,bà rịa - vũng tàu,mmtt2013,mmt&tt,cqui,8.0,d480102,5.0,2013.0
62654f5dxpvaibaexe9jjgnhrmbjfpizxxezlnxy,1995.0,1.0,phú yên,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
45b8d2afxpvaibaexe9jjgnhrmbjfdlsntjouvmt,1995.0,1.0,đắk lắk,antn2013,mmt&tt,kstn,8.0,d480299,5.0,2013.0
86b0b88fxpvaibaexe9jjgnhrmbjfithgymg4ggs,1995.0,1.0,hà tĩnh,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
567e5b30xpvaibaexe9jjgnhrmbjfchpxrna9wkt,1995.0,1.0,trà vinh,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
19aa9696xpvaibaexe9jjgnhrmbjfoyfng9lpbay,1995.0,1.0,khánh hoà,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
98fad5f6xpvaibaexe9fafwyru+nptbcsqhyrp9l,1995.0,1.0,bình dương,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
6e351582xpvaibaexe9fafwyru+nprk3ew8optya,1995.0,1.0,thừa thiên - huế,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
cc0d41f6xpvaibaexe9fafwyru+npmqir62vbh95,1995.0,1.0,nam định,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
667d7118xpvaibaexe9fafwyru+npl+ytdtch0qt,1995.0,1.0,hồ chí minh,httt2013,httt,cqui,8.0,d480104,5.0,2013.0
5db7334bxpvaibaexe9fafwyru+nplkr/fpgemw3,1995.0,1.0,khánh hoà,khmt0001,khmt,cqui,8.0,d480101,5.0,2013.0
2bd8acbaxpvaibaexe9fafwyru+nps7tcct3lrtv,1995.0,1.0,hồ chí minh,cntt2013,kttt,cqui,8.0,d480201,5.0,2013.0
061a670axpvaibaexe9fafwyru+npkvjumt/czs9,1992.0,1.0,quảng ngãi,khmt2013,khmt,cqui,8.0,d480101,5.0,2013.0
9d375e5axpvaibaexe9fafwyru+npqdttxck8k1h,1995.0,1.0,đồng nai,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
bb711deaxpvaibaexe9fafwyru+npi5+4ho3ngdi,1995.0,1.0,quảng bình,khmt0001,khmt,cqui,8.0,d480101,3.0,2013.0
105a1756xpvaibaexe9kdsvv3crkmqk+9a3jnn+s,1995.0,1.0,đồng nai,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
4efdd87axpvaibaexe9kdsvv3crkmwdqwqovdwm7,1995.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,8.0,d520214,5.0,2013.0
93bb9690xpvaibaexe9kdsvv3crkmxp6kszgklsu,1995.0,1.0,bình phước,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
748cfa2axpvaibaexe9kdsvv3crkmehu/cmv2urx,1995.0,1.0,đắk nông,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
1c65db23xpvaibaexe9kdsvv3crkmwlqfw5w0dwv,1991.0,1.0,thanh hoá,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
c7c8f4d5xpvaibaexe9kdsvv3crkmtcsnfz1jdkt,1995.0,0.0,trà vinh,mmtt2013,mmt&tt,cqui,8.0,d480102,3.0,2013.0
618bc5b5xpvaibaexe9kdsvv3crkmbmvps3944tl,1995.0,1.0,lâm đồng,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
2f08e330xpvaibaexe9kdsvv3crkmcuajggb+quv,1995.0,0.0,bình dương,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
6f3c0d69xpvaibaexe+y5cb/5gt3mg008osd7bbm,1992.0,1.0,hà tĩnh,mmtt0001,mmt&tt,cqui,8.0,d480102,8.0,2013.0
62da4cdcxpvaibaexe+y5cb/5gt3mny76+igupff,1995.0,1.0,tây ninh,ktmt0001,ktmt,cqui,8.0,d520214,3.0,2013.0
e907a4daxpvaibaexe+y5cb/5gt3mmetpei9uuce,1995.0,1.0,tiền giang,ktpm2013,cnpm,cqui,8.0,d480103,3.0,2013.0
844fc6f6xpvaibaexe+y5cb/5gt3mjxemi5bzkp2,1995.0,1.0,hải dương,khmt2013,khmt,cqui,8.0,d480101,3.0,2013.0
088767b5xpvaibaexe+y5cb/5gt3mazxw0jdh9ya,1995.0,1.0,hà tĩnh,mmtt0001,mmt&tt,cqui,8.0,d480299,3.0,2013.0
c7ba6541xpvaibaexe+y5cb/5gt3mog0za01mbop,1995.0,1.0,thừa thiên - huế,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
e69e5181xpvaibaexe+y5cb/5gt3mfjmq2+4vhk0,1995.0,1.0,bình dương,httt2013,httt,cqui,8.0,d480104,3.0,2013.0
b5e88caexpvaibaexe/xbblewrhgqfjbmw/hcyqy,1995.0,1.0,bến tre,ktpm0001,cnpm,cqui,8.0,d480103,8.0,2013.0
dac3737axpvaibaexe/xbblewrhgqz1rzdrlzrgy,1995.0,1.0,bắc giang,cntt0001,kttt,cqui,8.0,d480201,5.0,2013.0
1dcaca12xpvaibaexe/xbblewrhgqqzvuxc3bpo+,1995.0,1.0,hồ chí minh,mmtt0001,mmt&tt,kstn,8.0,d480299,3.0,2013.0
6ebfac96xpvaibaexe/xbblewrhgqxino9yzvs2d,1995.0,1.0,an giang,mmtt0001,mmt&tt,cqui,8.0,d480201,8.0,2013.0
26e98335xpvaibaexe/xbblewrhgqtjizublclnr,1995.0,1.0,hồ chí minh,ktmt2013,ktmt,cqui,8.0,d520214,5.0,2013.0
6bb4fbf8xpvaibaexe/xbblewrhgqyrcodpvca+j,1995.0,1.0,đồng nai,khtn2013,khmt,cntn,8.0,d480101,3.0,2013.0
ae2b75f4xpvaibaexe/xbblewrhgqe2t9zswhs9t,1995.0,0.0,thanh hoá,httt0001,httt,cqui,8.0,d480104,8.0,2013.0
90db40ebxpvaibaexe8vekuw4elehq65j34d9pks,1995.0,0.0,thanh hoá,cntt2013,kttt,cqui,8.0,d480201,3.0,2013.0
b9e5d259xpvaibaexe8vekuw4elehsnoqnbpmwk3,1995.0,0.0,quảng ngãi,tmđt2013,httt,cqui,8.0,d480104,3.0,2013.0
a438e310xpvaibaexe8vekuw4elehh5jz8xkd+ce,1995.0,1.0,bà rịa - vũng tàu,antn2013,mmt&tt,kstn,8.0,d480299,3.0,2013.0
08bca73bxpvaibaexe8vekuw4elehgghny+jjnac,1995.0,1.0,gia lai,ktpm0001,cnpm,cqui,8.0,d480103,3.0,2013.0
