Label,namsinh,gioitinh,noisinh,lopsh,khoa,hedt,khoahoc,chuyennganh,dien_tt,lop12_matinh,truong_thpt,xlhv_1,xlhv_2,xlhv_3,xlhv_4,xlhv_5,xlhv_6,drl_1,drl_2,drl_3,drl_4,drl_5,drl_6,dtbhk_1,dtbhk_2,dtbhk_3,dtbhk_4,dtbhk_5,dtbhk_6,sotchk_1,sotchk_2,sotchk_3,sotchk_4,sotchk_5,sotchk_6
DungHan,1996.0,1.0,trà vinh,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Xuat Sac,Kha,Trung Binh,Kha,6.5,6.73,6.99,6.81,6.36,7.71,17.0,26.0,23.0,21.0,14.0,24.0
TreHan,1996.0,1.0,quảng trị,cntt2014,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,1.0,Xuat Sac,Kha,Trung Binh,Trung Binh,Kem,Kem,4.91,5.61,3.8,2.28,1.52,3.32,17.0,24.0,24.0,34.0,22.0,34.0
TreHan,1996.0,0.0,bà rịa - vũng tàu,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Kha,Kha,Kha,8.21,7.98,8.64,7.92,7.27,5.9,17.0,24.0,20.0,23.0,17.0,15.0
DungHan,1996.0,0.0,lâm đồng,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Kha,Gioi,5.47,7.25,7.1,7.67,7.08,6.99,17.0,22.0,23.0,22.0,20.0,19.0
TreHan,1996.0,1.0,kiên giang,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Trung Binh,Yeu,Kem,Kem,6.5,5.51,6.29,4.22,5.23,3.21,17.0,19.0,17.0,20.0,16.0,22.0
TreHan,1996.0,1.0,hồ chí minh,khmt0001,khmt,cntn,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Kha,Kha,Trung Binh,Gioi,6.5,6.64,7.48,8.44,8.23,8.48,24.0,19.0,24.0,15.0,18.0,16.0
TreHan,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Gioi,Trung Binh,Kha,6.73,5.98,7.39,7.13,7.14,7.9,13.0,22.0,23.0,20.0,19.0,16.0
TreHan,1996.0,1.0,bà rịa - vũng tàu,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Kha,Kha,Gioi,5.88,6.43,6.56,6.18,7.56,8.57,17.0,20.0,21.0,23.0,17.0,21.0
DungHan,1996.0,1.0,thanh hoá,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Gioi,Kha,Gioi,7.73,6.18,8.71,8.85,8.43,8.41,13.0,24.0,23.0,24.0,15.0,22.0
TreHan,1996.0,1.0,đắk lắk,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Trung Binh,Trung Binh,3.73,6.11,6.12,5.04,5.51,5.67,13.0,29.0,24.0,22.0,24.0,27.0
DungHan,1996.0,1.0,hồ chí minh,mtcl2014,ktmt,clc,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Trung Binh,Gioi,6.9,6.59,7.91,7.59,8.01,6.79,24.0,21.0,21.0,15.0,14.0,15.0
TreHan,1996.0,1.0,khánh hoà,ktpm0001,cnpm,clc,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Kha,Kha,Kha,6.75,6.11,6.46,7.09,5.17,6.19,24.0,21.0,21.0,15.0,14.0,19.0
TreHan,1996.0,1.0,hồ chí minh,httt0001,httt,clc,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Kha,Trung Binh,5.9,6.44,7.1,7.22,7.11,6.06,24.0,22.0,23.0,18.0,19.0,22.0
DungHan,1996.0,1.0,đồng tháp,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Trung Binh,Trung Binh,Trung Binh,7.56,7.37,7.99,7.88,7.87,7.45,17.0,24.0,22.0,25.0,26.0,22.0
TreHan,1996.0,1.0,bà rịa - vũng tàu,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Trung Binh,Kha,7.81,6.2,7.05,7.6,7.18,6.4,13.0,22.0,25.0,21.0,16.0,16.0
TreHan,1996.0,1.0,thừa thiên - huế,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Trung Binh,Yeu,6.76,5.23,6.4,6.91,5.35,0.07,17.0,16.0,23.0,22.0,14.0,18.0
TreHan,1996.0,1.0,gia lai,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Trung Binh,Kha,4.54,5.05,5.92,4.08,4.76,4.08,13.0,27.0,21.0,23.0,24.0,24.0
TreHan,1996.0,1.0,quảng trị,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Trung Binh,Trung Binh,Trung Binh,Kha,6.79,1.89,7.69,5.99,5.59,7.33,17.0,24.0,24.0,31.0,21.0,19.0
TreHan,1996.0,1.0,hà tĩnh,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Kha,Kha,Gioi,6.46,5.69,6.22,5.88,6.56,6.89,13.0,21.0,22.0,20.0,20.0,25.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kem,Yeu,Kem,Yeu,6.26,7.27,5.59,5.47,6.61,4.21,17.0,18.0,19.0,21.0,22.0,20.0
TreHan,1994.0,1.0,hải dương,khmt0001,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Kem,Trung Binh,Trung Binh,Trung Binh,3.12,4.26,3.09,3.94,5.39,2.63,17.0,22.0,25.0,18.0,15.0,14.0
TreHan,1996.0,0.0,hồ chí minh,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Xuat Sac,Gioi,Kha,Gioi,7.82,7.14,8.69,8.48,7.41,8.06,17.0,22.0,23.0,15.0,14.0,20.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Trung Binh,Yeu,Yeu,Yeu,6.94,7.21,7.31,6.99,5.22,6.66,17.0,31.0,23.0,17.0,13.0,19.0
TreHan,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Yeu,Kha,Trung Binh,Kha,3.88,3.84,6.03,6.08,6.22,6.98,17.0,27.0,21.0,30.0,20.0,29.0
DungHan,1996.0,1.0,bình định,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Trung Binh,Gioi,6.97,8.41,7.15,7.16,7.65,8.52,17.0,21.0,22.0,17.0,16.0,14.0
TreHan,1996.0,1.0,quảng ngãi,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Gioi,Trung Binh,Kha,Kha,7.5,7.03,6.19,6.26,7.31,7.47,24.0,23.0,21.0,19.0,14.0,19.0
TreHan,1996.0,1.0,đắk lắk,httt0001,httt,cttt,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Kha,Yeu,Trung Binh,6.47,6.07,6.39,6.45,5.33,5.67,19.0,13.0,18.0,21.0,16.0,15.0
TreHan,1996.0,1.0,tiền giang,khmt2014,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Kem,Yeu,4.54,5.33,4.29,4.46,3.9,0.32,13.0,22.0,22.0,18.0,21.0,15.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Trung Binh,Kha,8.68,8.49,8.22,7.93,7.65,7.72,17.0,24.0,23.0,20.0,17.0,15.0
TreHan,1995.0,1.0,đồng nai,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Trung Binh,Kha,9.27,7.09,8.54,7.88,7.55,7.08,13.0,20.0,25.0,25.0,17.0,17.0
DungHan,1996.0,1.0,tây ninh,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Kha,Kha,Gioi,7.82,8.11,7.58,7.42,7.3,7.79,17.0,21.0,26.0,20.0,17.0,15.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Trung Binh,Kha,9.06,8.64,8.97,7.84,6.32,7.66,17.0,22.0,21.0,24.0,17.0,18.0
TreHan,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Gioi,7.09,7.23,8.49,8.7,7.96,8.84,17.0,24.0,28.0,14.0,17.0,17.0
TreHan,1996.0,1.0,đắk lắk,tmđt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Kha,Trung Binh,Yeu,3.12,4.8,5.3,5.05,5.04,5.23,13.0,16.0,20.0,33.0,25.0,35.0
TreHan,1996.0,1.0,đồng nai,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Xuat Sac,Xuat Sac,Kha,Yeu,9.44,8.19,9.67,9.2,9.26,0.73,17.0,22.0,21.0,17.0,14.0,16.0
TreHan,1996.0,1.0,vĩnh long,khmt0001,khmt,cntn,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Kha,Gioi,Kha,Kha,7.44,7.83,7.48,7.57,8.5,8.73,24.0,24.0,21.0,15.0,18.0,16.0
TreHan,1996.0,1.0,hồ chí minh,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Xuat Sac,Gioi,Kha,Kha,6.56,6.66,7.67,8.07,7.71,7.88,17.0,28.0,23.0,16.0,19.0,16.0
DungHan,1994.0,1.0,ninh thuận,httt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Kha,Kha,Gioi,7.65,6.94,7.7,6.74,6.88,7.08,17.0,24.0,24.0,17.0,19.0,21.0
DungHan,1996.0,1.0,bình dương,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Kha,Gioi,6.56,6.02,4.71,7.35,5.66,7.44,17.0,24.0,24.0,34.0,19.0,30.0
TreHan,1996.0,1.0,quảng trị,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Kha,Trung Binh,Yeu,Kem,6.56,5.47,5.16,6.95,3.31,0.7,17.0,20.0,23.0,22.0,21.0,15.0
TreHan,1996.0,1.0,quảng ngãi,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Kha,7.5,6.82,7.28,7.93,7.11,6.97,17.0,21.0,26.0,20.0,19.0,19.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Trung Binh,Kha,Kha,Kha,6.04,6.35,6.19,6.09,5.54,6.1,24.0,21.0,17.0,15.0,17.0,22.0
DungHan,1996.0,1.0,sóc trăng,antn2014,mmt&tt,kstn,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Kha,Kha,Kha,6.35,7.25,7.67,7.52,7.86,8.05,24.0,23.0,26.0,19.0,18.0,19.0
TreHan,1995.0,1.0,đắk lắk,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Kha,Kha,Kha,6.31,6.09,5.49,6.18,6.09,5.97,13.0,22.0,27.0,17.0,27.0,27.0
TreHan,1996.0,1.0,hồ chí minh,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Kha,Trung Binh,5.85,6.87,7.72,7.22,7.74,7.09,17.0,19.0,28.0,21.0,19.0,15.0
DungHan,1996.0,1.0,lâm đồng,antt2014,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Trung Binh,Kha,6.44,6.27,6.26,6.28,7.64,7.29,17.0,20.0,25.0,28.0,19.0,20.0
DungHan,1996.0,1.0,đắk lắk,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Xuat Sac,Kha,Gioi,Trung Binh,Trung Binh,7.59,7.64,7.25,7.97,5.58,7.89,17.0,21.0,26.0,22.0,17.0,21.0
TreHan,1996.0,1.0,bình định,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Yeu,Kha,Trung Binh,Trung Binh,Trung Binh,5.23,3.98,5.32,5.14,4.94,4.03,13.0,15.0,24.0,36.0,25.0,31.0
TreHan,1996.0,1.0,lâm đồng,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Yeu,Trung Binh,Trung Binh,Kha,7.12,6.38,6.19,6.93,5.91,6.09,13.0,22.0,27.0,15.0,16.0,21.0
TreHan,1996.0,1.0,hồ chí minh,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Trung Binh,Trung Binh,6.65,6.61,8.85,8.12,7.58,7.09,17.0,23.0,21.0,24.0,17.0,17.0
TreHan,1996.0,1.0,bà rịa - vũng tàu,khmt0001,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Trung Binh,Trung Binh,Yeu,6.46,5.5,6.32,5.05,5.98,4.61,13.0,25.0,21.0,26.0,22.0,25.0
TreHan,1996.0,0.0,quảng ngãi,pmcl2014.2,cnpm,clc,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Trung Binh,Kha,Yeu,6.5,6.21,5.08,6.39,5.76,4.59,24.0,21.0,21.0,18.0,14.0,24.0
TreHan,1996.0,1.0,long an,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Xuat Sac,Gioi,Yeu,5.41,5.27,6.15,6.2,6.64,4.59,17.0,19.0,23.0,32.0,20.0,17.0
TreHan,1996.0,1.0,ninh bình,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Trung Binh,Gioi,Trung Binh,Kha,Kha,6.18,5.47,7.89,6.92,6.46,6.6,17.0,20.0,23.0,27.0,20.0,23.0
DungHan,1996.0,1.0,bình định,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Yeu,Kha,Kha,Trung Binh,6.65,5.77,6.03,6.42,6.02,6.56,13.0,21.0,26.0,18.0,18.0,20.0
TreHan,1995.0,1.0,hồ chí minh,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Trung Binh,Kem,Yeu,Yeu,Yeu,5.18,5.98,5.45,6.15,5.4,6.82,17.0,19.0,24.0,24.0,24.0,17.0
TreHan,1995.0,1.0,đồng nai,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Trung Binh,Trung Binh,Kha,Gioi,6.58,5.89,6.09,5.83,7.11,6.87,13.0,21.0,25.0,27.0,22.0,21.0
TreHan,1996.0,1.0,phú yên,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Kem,Yeu,5.74,4.96,5.62,4.47,3.07,2.82,17.0,24.0,22.0,29.0,15.0,24.0
TreHan,1996.0,1.0,thừa thiên - huế,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Kha,Kha,2.09,7.27,6.52,6.5,6.62,6.37,17.0,24.0,26.0,26.0,18.0,27.0
DungHan,1996.0,1.0,tây ninh,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Trung Binh,Kha,Trung Binh,Kha,5.35,6.08,4.08,4.32,5.54,6.87,17.0,23.0,23.0,21.0,25.0,27.0
TreHan,1996.0,1.0,quảng trị,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Gioi,Trung Binh,Trung Binh,Trung Binh,Trung Binh,6.35,6.18,5.29,5.43,5.35,4.78,17.0,24.0,22.0,21.0,22.0,21.0
TreHan,1996.0,1.0,đồng nai,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Gioi,Kha,Trung Binh,Kha,8.71,8.14,7.84,7.34,7.76,7.28,17.0,21.0,24.0,22.0,17.0,15.0
DungHan,1996.0,1.0,hồ chí minh,tmđt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Trung Binh,Kha,5.35,7.48,6.73,6.88,5.6,7.21,17.0,26.0,23.0,15.0,21.0,20.0
DungHan,1996.0,1.0,cà mau,tmđt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Xuat Sac,Kha,Gioi,5.24,6.43,7.55,6.78,6.91,7.29,17.0,27.0,25.0,15.0,16.0,27.0
DungHan,1996.0,1.0,bình dương,ktmt2014,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Gioi,Kha,Kha,7.04,6.79,6.97,6.82,6.79,7.48,13.0,20.0,28.0,18.0,18.0,16.0
DungHan,1996.0,1.0,đồng nai,khtn2014,khmt,cntn,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Trung Binh,Gioi,Gioi,Kha,Gioi,8.5,7.92,7.88,7.3,8.2,8.35,17.0,21.0,24.0,20.0,18.0,16.0
TreHan,1995.0,1.0,cà mau,mmtt0001,mmt&tt,cqui,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Trung Binh,Kha,7.08,4.4,5.43,6.02,4.94,6.97,13.0,19.0,21.0,20.0,14.0,33.0
TreHan,1996.0,1.0,sóc trăng,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Kha,Trung Binh,Kha,8.23,7.0,6.93,6.95,7.23,7.61,13.0,19.0,21.0,24.0,16.0,24.0
TreHan,1995.0,1.0,đắk lắk,ktpm0001,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Yeu,Kem,Yeu,Kem,Yeu,2.65,3.19,4.63,4.05,3.64,5.01,13.0,18.0,15.0,19.0,19.0,20.0
TreHan,1995.0,1.0,quảng ngãi,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Yeu,Trung Binh,Trung Binh,Kem,3.9,3.03,5.59,6.02,6.15,2.06,20.0,17.0,16.0,30.0,29.0,20.0
TreHan,1996.0,1.0,đắk lắk,ktmt0001,ktmt,clc,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Kha,Kha,Trung Binh,Kha,5.85,6.34,7.4,7.11,7.68,6.87,20.0,25.0,21.0,22.0,19.0,19.0
TreHan,1996.0,1.0,đồng tháp,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Kha,Kha,Trung Binh,Kha,7.81,4.71,5.8,6.88,5.13,6.64,13.0,19.0,21.0,22.0,18.0,22.0
DungHan,1996.0,1.0,bình dương,mtcl2014,ktmt,clc,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Kha,Kha,Kha,Gioi,6.75,6.9,7.11,7.58,7.57,7.55,24.0,21.0,24.0,16.0,16.0,15.0
TreHan,1996.0,1.0,bà rịa - vũng tàu,httt0001,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Xuat Sac,Kha,Trung Binh,Kha,4.85,4.96,7.09,6.67,6.86,6.92,13.0,24.0,24.0,25.0,20.0,21.0
DungHan,1996.0,1.0,nghệ an,antn2014,mmt&tt,kstn,9.0,d480299,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Xuat Sac,Gioi,Kha,Gioi,8.81,8.42,8.2,8.33,7.79,9.01,13.0,21.0,25.0,23.0,19.0,19.0
DungHan,1996.0,1.0,thanh hoá,mmtt2014,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Gioi,Kha,Trung Binh,Trung Binh,8.12,6.58,7.51,7.69,6.19,7.42,17.0,23.0,22.0,24.0,17.0,17.0
TreHan,1996.0,0.0,tiền giang,cntt0001,kttt,cqui,9.0,d480201,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Xuat Sac,Xuat Sac,Xuat Sac,Xuat Sac,Gioi,Xuat Sac,8.47,8.27,7.92,8.41,8.44,8.22,17.0,24.0,26.0,15.0,19.0,15.0
TreHan,1996.0,1.0,hồ chí minh,tmđt2014,httt,cqui,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,1.0,Kha,Trung Binh,Kha,Yeu,Kem,Kem,6.38,6.3,5.88,4.91,2.24,0.0,17.0,15.0,25.0,27.0,18.0,11.0
TreHan,1996.0,1.0,bình dương,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Gioi,Gioi,Kha,Trung Binh,Kha,5.15,4.22,5.6,2.94,5.46,5.1,17.0,20.0,24.0,25.0,18.0,26.0
TreHan,1996.0,1.0,quảng ngãi,ktmt0001,ktmt,cqui,9.0,d520214,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Trung Binh,Kha,6.65,4.58,6.73,6.29,6.24,7.03,13.0,22.0,30.0,24.0,16.0,20.0
TreHan,1996.0,1.0,gia lai,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,1.0,Kha,Kha,Yeu,Trung Binh,Yeu,Kem,6.62,4.21,4.13,3.79,2.48,5.58,17.0,23.0,22.0,30.0,16.0,20.0
DungHan,1996.0,1.0,hà tĩnh,ktpm2014,cnpm,cqui,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Gioi,Gioi,Kha,Kha,Kha,7.5,6.94,8.15,6.88,7.08,7.76,13.0,22.0,25.0,21.0,20.0,15.0
TreHan,1996.0,1.0,bình dương,khmt0001,khmt,cqui,9.0,d480101,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Trung Binh,Kha,Yeu,Trung Binh,Trung Binh,Kha,6.0,2.82,5.71,3.94,4.78,4.05,13.0,15.0,21.0,27.0,22.0,32.0
TreHan,1996.0,1.0,hồ chí minh,ktpm0001,cnpm,clc,9.0,d480103,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Kha,Kha,Trung Binh,Trung Binh,6.8,4.14,5.13,6.51,5.38,6.52,20.0,21.0,24.0,19.0,20.0,31.0
TreHan,1994.0,1.0,quảng trị,httt2014,httt,cqui,9.0,d480104,tt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Kha,Trung Binh,Gioi,Kha,Trung Binh,4.54,2.55,3.71,6.23,1.6,3.76,13.0,17.0,15.0,16.0,12.0,11.0
TreHan,1996.0,1.0,khánh hoà,httt0001,httt,cttt,9.0,d480104,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Gioi,Xuat Sac,Gioi,Kha,Trung Binh,Kha,7.42,7.29,7.26,8.87,7.74,8.6,19.0,13.0,18.0,21.0,16.0,15.0
TreHan,1996.0,1.0,đắk lắk,mmtt0001,mmt&tt,cqui,9.0,d480102,thpt,0.0,khác,0.0,0.0,0.0,0.0,0.0,0.0,Kha,Kha,Gioi,Kha,Kha,Kha,7.04,6.64,8.01,7.56,6.8,7.76,13.0,19.0,22.0,20.0,22.0,20.0
