mssv,dien_tt,lop12_matinh,truong_thpt
814a1338xpvaibaexe8utlk0ua6niblpjs1dpks5,thpt,2.0,thpt
5839442expvaibaexe8utlk0ua6nih3yz0ga8b25,thpt,52.0,thpt
24bf5fcexpvaibaexe/zbep+h+olzic5qb+063qv,thpt,2.0,thpt
8c298ed3xpvaibaexe/zbep+h+olzl011ci3g37j,thpt,41.0,thpt
bf5d6b10xpvaibaexe/zbep+h+olzmv3jp/xpv6m,thpt,43.0,thpt
bfe7b5d7xpvaibaexe/zbep+h+olzj8bm51lbkvz,thpt,48.0,thpt
b51a494fxpvaibaexe/zbep+h+olztv2gd+xbqce,thpt,49.0,thpt
4b804a40xpvaibaexe/zbep+h+olzkgk2lp/p5jl,thpt,49.0,thpt
664fa41expvaibaexe/zbep+h+olzjhyhxamhjsc,thpt,30.0,thpt
62622065xpvaibaexe/zbep+h+olzkujusjatm1c,thpt,56.0,thpt
b9fe1164xpvaibaexe/zbep+h+olzsiu3qahbbb5,thpt,2.0,thpt
5dc3de95xpvaibaexe/zbep+h+olzqnb4x7psf/t,thpt,63.0,chuyên
2bc7123bxpvaibaexe80crbkbdr5tbwjvdkwsq+r,thpt,34.0,thpt
c86b3bb1xpvaibaexe80crbkbdr5tx4ihnqlk20k,thpt,37.0,thpt
ce1e7f31xpvaibaexe80crbkbdr5tzsrglb+drpj,thpt,2.0,thpt
dc497d96xpvaibaexe80crbkbdr5texdorymhjr3,thpt,2.0,thpt
388967fexpvaibaexe80crbkbdr5tskovrjxs+7o,thpt,2.0,thpt
7e297529xpvaibaexe80crbkbdr5tyjcmntf6qpl,thpt,62.0,thpt
0572f12expvaibaexe80crbkbdr5twwm+cyp6i8i,thpt,2.0,thpt
5748e01expvaibaexe80crbkbdr5tewquiu/6wdx,thpt,34.0,thpt
91dc37bexpvaibaexe8jwcgah0ijmp57mt+sh1/x,thpt,53.0,thpt
f9739e23xpvaibaexe8jwcgah0ijmh5kslbn8h2z,thpt,2.0,thpt
d7f095bfxpvaibaexe8jwcgah0ijmpyjth4hoace,thpt,29.0,thpt
d6f8d120xpvaibaexe8jwcgah0ijmlzkieul7fu5,thpt,43.0,thpt
39f73e00xpvaibaexe8jwcgah0ijmm8zuo4vvyor,thpt,59.0,chuyên
a3126134xpvaibaexe8jwcgah0ijmio59owrx7rw,thpt,30.0,chuyên
fcd1a8bexpvaibaexe8jwcgah0ijml2st33mm5xt,thpt,2.0,thpt
190f7f6fxpvaibaexe8jwcgah0ijmhkrhk5/6odi,thpt,2.0,thpt
30e1a0e7xpvaibaexe8jwcgah0ijmks5dxmsnavo,thpt,2.0,thpt
310da2cfxpvaibaexe+o+ebu9aww5uft+ncjowm0,thpt,35.0,thpt
43570cc4xpvaibaexe+o+ebu9aww5l2bq2q6yqow,thpt,39.0,thpt
3944ab06xpvaibaexe+o+ebu9aww5h7ndluwob2u,thpt,48.0,thpt
9c8691dbxpvaibaexe+o+ebu9aww5s8ihyod2oia,thpt,37.0,chuyên
57b4993dxpvaibaexe+o+ebu9aww5nlgyy3cyhgx,thpt,34.0,thpt
b9509911xpvaibaexe+o+ebu9aww5ikbw1hhib7k,thpt,38.0,thpt
6e7f1f7bxpvaibaexe+o+ebu9aww5j7ak/htrug/,thpt,60.0,thpt
749b9044xpvaibaexe+o+ebu9aww5hpi3aiqzjzn,thpt,40.0,thpt
1bcafd35xpvaibaexe+o+ebu9aww5lgsl0wqvcsg,thpt,55.0,thpt
bd4a4582xpvaibaexe/cay9n2snhgh1vnv07lnpk,thpt,48.0,thpt
762cdbf5xpvaibaexe/cay9n2snhgl2njcff1prs,thpt,48.0,thpt
aeb65be3xpvaibaexe/cay9n2snhgh9oyjgr5zvz,thpt,2.0,thpt
875cbe51xpvaibaexe/cay9n2snhgpfzf6kmgwxb,thpt,48.0,thpt
5bceee5axpvaibaexe/cay9n2snhgbgd7flc8jwr,thpt,35.0,thpt
4ba54c66xpvaibaexe/cay9n2snhgk/nzdsdoge4,thpt,2.0,thpt
46a97fd8xpvaibaexe/cay9n2snhgh8hafonsqe0,thpt,33.0,thpt
6e5ce6f5xpvaibaexe/cay9n2snhgnjozunfd4jw,thpt,41.0,thpt
7f1cf6c5xpvaibaexe9dy3g0pb8xofot2yaylqvy,thpt,52.0,thpt
25d62083xpvaibaexe9dy3g0pb8xoeu2/6gh4cgb,thpt,52.0,thpt
790a7a3dxpvaibaexe9dy3g0pb8xokittaxvtoyl,thpt,54.0,thpt
26629a62xpvaibaexe9dy3g0pb8xobv9su9tmmyl,thpt,48.0,thpt
57e82d86xpvaibaexe9dy3g0pb8xoostfj5locsc,thpt,2.0,thpt
7d6aed70xpvaibaexe9dy3g0pb8xomkqafr7puuq,thpt,2.0,thpt
39a303caxpvaibaexe9dy3g0pb8xolw76whe7+eb,thpt,35.0,thpt
cdc5f17axpvaibaexe9dy3g0pb8xomz8n4vq+rnz,thpt,2.0,thpt
49f03edaxpvaibaexe9dy3g0pb8xogap+elkwd7s,thpt,37.0,thpt
a3543531xpvaibaexe/qlz2rc0qltguyktgsxgxo,thpt,57.0,thpt
336df064xpvaibaexe/qlz2rc0qltm+fkkcsjtig,thpt,56.0,chuyên
2903b1bbxpvaibaexe/qlz2rc0qltkparvc3g1ox,thpt,40.0,thpt
acf58484xpvaibaexe/qlz2rc0qltficynfk63o1,thpt,40.0,thpt
ed163077xpvaibaexe/qlz2rc0qltmmxm1+jetnm,thpt,29.0,thpt
0d099817xpvaibaexe/qlz2rc0qltn31ajphlztb,thpt,2.0,thpt
e7f79709xpvaibaexe/qlz2rc0qltpwvgjp9wfhi,thpt,48.0,thpt
f825c4acxpvaibaexe/qlz2rc0qltik5qebwgyj/,thpt,29.0,thpt
2950abfdxpvaibaexe/qlz2rc0qltnuk706z0bjb,thpt,39.0,thpt
b1209df8xpvaibaexe/qlz2rc0qltgqso8+7/ahf,thpt,2.0,thpt
bd696dcfxpvaibaexe85hklgqajy3qyc4ujwa9jj,thpt,48.0,thpt
cb2805cdxpvaibaexe85hklgqajy3dq36mtrmfzy,thpt,30.0,thpt
03723a75xpvaibaexe85hklgqajy3tsw8foyj83/,thpt,40.0,thpt
3c5c5911xpvaibaexe85hklgqajy3f0ex0axmlmr,thpt,2.0,thpt
0013d6e5xpvaibaexe85hklgqajy3xgk9pa18a31,thpt,46.0,thpt
079eaedbxpvaibaexe85hklgqajy3bkv6jx+gotd,thpt,2.0,thpt
b0ab9e33xpvaibaexe85hklgqajy3sppw1qg7n7x,thpt,61.0,thpt
a4da8d82xpvaibaexe85hklgqajy3al/0bm3uqty,thpt,47.0,thpt
598ce1e5xpvaibaexe85hklgqajy3qfqrksep0kj,thpt,48.0,thpt
b16b12f4xpvaibaexe85hklgqajy3rhjqj5dbxcg,thpt,49.0,chuyên
00bf5175xpvaibaexe+em+qhkpgqwoeigsmqfsaq,thpt,2.0,thpt
e1c01898xpvaibaexe+em+qhkpgqwazqqcq1fnh0,thpt,40.0,thpt
1029ef15xpvaibaexe+em+qhkpgqwiso3new9oqz,thpt,37.0,chuyên
7b04c5e3xpvaibaexe+em+qhkpgqwo/z8tihhufy,thpt,2.0,thpt
2d80fc7dxpvaibaexe+em+qhkpgqwmhg7l8ffkn8,thpt,48.0,thpt
5bbf67d7xpvaibaexe+em+qhkpgqwag0pxhftz5d,thpt,2.0,thpt
476f6055xpvaibaexe+em+qhkpgqweul4byqopeh,thpt,26.0,thpt
fbeaa895xpvaibaexe+em+qhkpgqwaay8f3mvspw,thpt,50.0,thpt
5763689bxpvaibaexe+em+qhkpgqwbt0c4xhozpd,thpt,53.0,thpt
fa6458faxpvaibaexe+em+qhkpgqwjvvkk4xs31v,thpt,2.0,thpt
a3484a67xpvaibaexe9/3rpdfvrggg/qeq9nkrqa,thpt,40.0,thpt
d0663808xpvaibaexe9/3rpdfvrgguxwllxgg+gc,thpt,41.0,thpt
b706def3xpvaibaexe9/3rpdfvrggjnc6gbedcnf,thpt,30.0,thpt
337da096xpvaibaexe9/3rpdfvrgglqor2p/dcr7,thpt,46.0,thpt
3566c732xpvaibaexe9/3rpdfvrgggjdwpllbgzb,thpt,37.0,thpt
b84707afxpvaibaexe9/3rpdfvrggtqjlz+qzjci,thpt,42.0,thpt
f31cce4bxpvaibaexe9/3rpdfvrgguojcerlgesl,thpt,2.0,thpt
6a756fe5xpvaibaexe9/3rpdfvrgggxw7pv1lw6g,thpt,44.0,thpt
c974a3f5xpvaibaexe+4otpvnl5gpw992xn6q9y4,thpt,2.0,thpt
13028f10xpvaibaexe+4otpvnl5gp5df3k0bcdr0,thpt,53.0,thpt
acd24623xpvaibaexe+4otpvnl5gp9wlozq9ujsj,thpt,38.0,thpt
71367b4bxpvaibaexe+4otpvnl5gpwoynhdbxmm4,thpt,25.0,thpt
a45d42c6xpvaibaexe+4otpvnl5gp8ht5c9irlis,thpt,48.0,thpt
fcb7169bxpvaibaexe+4otpvnl5gp9pik3yrxpxz,thpt,2.0,thpt
0ba90f94xpvaibaexe+4otpvnl5gpzvycskg3dec,thpt,2.0,thpt
cc14b520xpvaibaexe+4otpvnl5gpwanryspq8rh,thpt,47.0,thpt
72567ab3xpvaibaexe+4otpvnl5gp3z3vddf2vlx,thpt,58.0,chuyên
f7a782dexpvaibaexe/liv6qehs+zrrtlhxntez/,thpt,48.0,thpt
bcfee2b5xpvaibaexe/liv6qehs+zupkzazcltbc,thpt,39.0,thpt
95bacedbxpvaibaexe/liv6qehs+zt+km+rp9yry,thpt,39.0,thpt
b27b738expvaibaexe/liv6qehs+zdxy4naw/c6w,thpt,52.0,thpt
672d838cxpvaibaexe/liv6qehs+zcfs7ijpon5o,thpt,47.0,thpt
4379aeb4xpvaibaexe/liv6qehs+zxi3dxjdtcu/,thpt,2.0,thpt
751cc854xpvaibaexe/liv6qehs+zyjewbyy8ru+,thpt,35.0,thpt
53151f94xpvaibaexe/liv6qehs+zvktvkoobtyn,thpt,2.0,thpt
8352a96axpvaibaexe/liv6qehs+zw0taxqolkkr,thpt,48.0,thpt
5880340expvaibaexe/liv6qehs+zsol1cmgpos1,thpt,2.0,thpt
0c49764axpvaibaexe8czdrb45s33kyzvpakf+yz,thpt,2.0,thpt
ae926263xpvaibaexe8czdrb45s33e5o1k1zyg0t,thpt,26.0,thpt
c66ced4fxpvaibaexe8czdrb45s33n7gv9vkr2pd,thpt,34.0,thpt
c999dc41xpvaibaexe8czdrb45s33gblxrowyiya,thpt,2.0,thpt
ff7b155axpvaibaexe8czdrb45s33jbu6kagljgx,thpt,58.0,thpt
215d75e6xpvaibaexe8czdrb45s33hlouwcpnjxg,thpt,51.0,chuyên
851f6b5axpvaibaexe8czdrb45s33ctigmsmz4g3,thpt,2.0,thpt
b97b0181xpvaibaexe8czdrb45s33beuqryf12/0,thpt,32.0,thpt
2bce9e95xpvaibaexe8czdrb45s33pewtfba7wpb,thpt,4.0,thpt
ece75f21xpvaibaexe8c9xa8228bbce9qn6vcio3,thpt,37.0,thpt
6bdfb773xpvaibaexe8c9xa8228bbv3fshfbcelo,thpt,60.0,chuyên
fb2fda16xpvaibaexe8c9xa8228bbrflngqldjbq,thpt,40.0,thpt
a508a127xpvaibaexe8c9xa8228bbwqay7ruffc/,thpt,50.0,thpt
79cb530bxpvaibaexe8c9xa8228bbqqezktkntp1,thpt,49.0,thpt
19020ae4xpvaibaexe8c9xa8228bbfde47swvbfe,thpt,55.0,thpt
e9d0e530xpvaibaexe8c9xa8228bbfqeuisvn9sm,thpt,40.0,thpt
73756337xpvaibaexe8c9xa8228bbuktjggj9rgn,thpt,2.0,thpt
e3effbd8xpvaibaexe8ebn4ywa8yu8j8dmlgxmim,thpt,49.0,thpt
6a128b00xpvaibaexe8ebn4ywa8yuzfsewy1dhco,thpt,44.0,thpt
20376f8bxpvaibaexe8ebn4ywa8yuzymoz2mxua3,thpt,41.0,chuyên
90e321bdxpvaibaexe8ebn4ywa8yu+qo5svfie3t,thpt,49.0,thpt
70e068bexpvaibaexe8ebn4ywa8yu74e2ftbkoez,thpt,37.0,thpt
9885370expvaibaexe8ebn4ywa8yu7n29+ttunag,thpt,2.0,thpt
51f36e60xpvaibaexe8ebn4ywa8yu6vitteuaoo1,thpt,39.0,thpt
d2f1d88dxpvaibaexe8ebn4ywa8yu6kncqfd2vcj,thpt,48.0,thpt
df69d831xpvaibaexe8ebn4ywa8yu5itmdy73h3p,thpt,52.0,chuyên
793946a9xpvaibaexe/0w4kdben4335kahfoxe4l,thpt,50.0,thpt
0c41e54cxpvaibaexe/0w4kdben438yonjanq/gn,thpt,2.0,thpt
9f59d43expvaibaexe/0w4kdben43+n1dprtsleg,thpt,59.0,thpt
9643c165xpvaibaexe/0w4kdben431/6v6m74k/g,thpt,45.0,thpt
dd1bc88expvaibaexe/0w4kdben4370v44luztsx,thpt,34.0,thpt
4bcfe2fdxpvaibaexe/0w4kdben431vz46nsifsm,thpt,35.0,thpt
6d154d70xpvaibaexe/0w4kdben432rm1ay2p41o,thpt,54.0,thpt
400dc6a4xpvaibaexe/0w4kdben432hwepgv/qnc,thpt,41.0,thpt
23c6d407xpvaibaexe/0w4kdben4339wmxyzsgue,thpt,2.0,thpt
2bd1b799xpvaibaexe/0w4kdben43widmajcurva,thpt,41.0,thpt
84b07d27xpvaibaexe/8x6gsb95yiewmebrsaf9f,thpt,48.0,thpt
4674a752xpvaibaexe/8x6gsb95yinvi+gsve5uc,thpt,42.0,chuyên
fd4e4ccbxpvaibaexe/8x6gsb95yilv6ucsnhk/h,thpt,2.0,thpt
f4f2d0aaxpvaibaexe/8x6gsb95yin3cyehjmc+t,thpt,48.0,thpt
2eb80034xpvaibaexe/8x6gsb95yihj38qo0i8/f,thpt,36.0,thpt
59e3efa9xpvaibaexe/8x6gsb95yigzozx+fp5pi,thpt,2.0,thpt
ba0351eexpvaibaexe/8x6gsb95yiie0s1xhn/cp,thpt,57.0,thpt
2cf8078cxpvaibaexe/8x6gsb95yib6rrhzfm8ho,thpt,44.0,thpt
b122cacfxpvaibaexe/8x6gsb95yio2xwnbjio1v,thpt,2.0,chuyên
af38338dxpvaibaexe/8x6gsb95yilczrhihvkvg,thpt,50.0,thpt
1347e60axpvaibaexe+rqyzpp6sq6ulpxtl0d9be,thpt,48.0,thpt
a0ff6574xpvaibaexe+rqyzpp6sq6munmsaklx74,thpt,46.0,thpt
5dd9d51cxpvaibaexe+rqyzpp6sq6vbuu6i2fyw8,thpt,2.0,thpt
a40376c2xpvaibaexe+rqyzpp6sq6qyz8icypjz0,thpt,42.0,chuyên
4d92fdd9xpvaibaexe+rqyzpp6sq6obgua0p2i3o,thpt,32.0,chuyên
541da9d4xpvaibaexe+rqyzpp6sq6sohmijhnuu6,thpt,37.0,thpt
fa900cc5xpvaibaexe+rqyzpp6sq6h3huhbbtyk9,thpt,57.0,chuyên
8f91ab92xpvaibaexe+rqyzpp6sq6neucoo/vet3,thpt,51.0,thpt
000ad0d8xpvaibaexe+rqyzpp6sq6qqipzxybx3q,thpt,47.0,thpt
f07fcc1cxpvaibaexe+rqyzpp6sq6vtkh1d4q6br,thpt,48.0,thpt
7ea47449xpvaibaexe8zao0wu8vadijgtgso1k60,thpt,2.0,thpt
f0a3a9f8xpvaibaexe8zao0wu8vadrvvbfnnuzko,thpt,40.0,thpt
1114ef6fxpvaibaexe8zao0wu8vadmgxgkbib/wp,thpt,2.0,thpt
534ef7b9xpvaibaexe8zao0wu8vadhc5rnftays9,thpt,38.0,thpt
269c4777xpvaibaexe8zao0wu8vadowv1t8odawy,thpt,38.0,chuyên
3e695e2bxpvaibaexe8zao0wu8vadjrmix9oprwe,thpt,40.0,thpt
495bf262xpvaibaexe8zao0wu8vadoml/e0ghtra,thpt,30.0,thpt
a6216415xpvaibaexe/fptt4pbq8nckxpaql83jk,thpt,38.0,thpt
010ebfe8xpvaibaexe/fptt4pbq8nazhcnwkwvzn,thpt,39.0,thpt
78372011xpvaibaexe/fptt4pbq8ndohhorebbs/,thpt,49.0,thpt
623211faxpvaibaexe/fptt4pbq8ndrknkokmybq,thpt,57.0,thpt
44233d79xpvaibaexe/fptt4pbq8npm0xkasmfas,thpt,29.0,thpt
203be795xpvaibaexe/fptt4pbq8nbfqhwie6xcf,thpt,39.0,thpt
a7fed1bdxpvaibaexe/fptt4pbq8nlqcwvjunb88,thpt,41.0,thpt
3126ade0xpvaibaexe/fptt4pbq8np5urqrkrs5v,thpt,37.0,thpt
499c730bxpvaibaexe/fptt4pbq8ne08raffibu5,thpt,48.0,thpt
b5109125xpvaibaexe85qp6ra1xpqpplx3bwre8q,thpt,59.0,thpt
7cc3e8d3xpvaibaexe85qp6ra1xpqrhyrmubc835,thpt,57.0,chuyên
5f5c0703xpvaibaexe85qp6ra1xpqsa+dbiti7mb,thpt,52.0,chuyên
e75860fbxpvaibaexe85qp6ra1xpqnrr+c4hwj1z,thpt,50.0,thpt
08f7ea47xpvaibaexe85qp6ra1xpqnfxlliqhsvu,thpt,2.0,thpt
fe4c6559xpvaibaexe85qp6ra1xpqky+w9empbch,thpt,48.0,thpt
1cdcada7xpvaibaexe85qp6ra1xpqsqbnncyueqo,thpt,34.0,thpt
e25db45expvaibaexe85qp6ra1xpqvifgmgx+yel,thpt,49.0,thpt
b25d8515xpvaibaexe85qp6ra1xpqvtaqo5syibr,thpt,36.0,thpt
cff9bc4dxpvaibaexe85qp6ra1xpqn7fdxrekife,thpt,53.0,thpt
f4b4377axpvaibaexe/zkcdd4jxtlkx5zc8xkql7,thpt,37.0,thpt
98c21f60xpvaibaexe/zkcdd4jxtll9df9jtpksr,thpt,47.0,thpt
c39312f4xpvaibaexe/zkcdd4jxtlpiw64463phu,thpt,28.0,thpt
de395c35xpvaibaexe/zkcdd4jxtlhmrf6nlh75o,thpt,2.0,thpt
570df7e6xpvaibaexe/zkcdd4jxtlvbhvkse9l7r,thpt,33.0,thpt
80d748fbxpvaibaexe/zkcdd4jxtluth1iqdqviy,thpt,37.0,thpt
0fde76e9xpvaibaexe/zkcdd4jxtlrbo6zdq4uka,thpt,28.0,thpt
73647ee0xpvaibaexe/zkcdd4jxtlld/xay+17gy,thpt,53.0,thpt
73b86ff6xpvaibaexe/zkcdd4jxtlistzdamfyjy,thpt,38.0,thpt
0034a080xpvaibaexe/zkcdd4jxtlli2qexrwqvr,thpt,48.0,thpt
af4db700xpvaibaexe87cfnqlcor2t+jwghdcuqk,thpt,2.0,thpt
5472b185xpvaibaexe87cfnqlcor2xhyvu0f4pql,thpt,52.0,thpt
a4348f98xpvaibaexe87cfnqlcor2cyss3uugruh,thpt,37.0,chuyên
7ada2ca5xpvaibaexe87cfnqlcor2tzaxssfvnsu,thpt,35.0,thpt
f95c16fcxpvaibaexe87cfnqlcor2s1nlioo+vjk,thpt,2.0,thpt
6c211f72xpvaibaexe87cfnqlcor2sznix7npovc,thpt,57.0,thpt
1090ac8fxpvaibaexe87cfnqlcor2eca6yodctqf,thpt,2.0,thpt
956a114axpvaibaexe87cfnqlcor2qxch5equchg,thpt,39.0,thpt
6767e861xpvaibaexe87cfnqlcor2xagc719vacl,thpt,2.0,thpt
8030d781xpvaibaexe87cfnqlcor2tvpr+n2hndu,thpt,2.0,thpt
bbe7799fxpvaibaexe8qwxsyp7gy4fwutighbuz2,thpt,63.0,thpt
6c1afebdxpvaibaexe8qwxsyp7gy4xyvq5uqtocs,thpt,48.0,thpt
e0ea07f4xpvaibaexe8qwxsyp7gy4egolsydgmpr,thpt,41.0,chuyên
92f6a1ffxpvaibaexe8qwxsyp7gy4ru7nnopnzkf,thpt,52.0,thpt
7c628a63xpvaibaexe8qwxsyp7gy4upvzhusoqqi,thpt,39.0,thpt
4bc66965xpvaibaexe8qwxsyp7gy4wuozsatnv39,thpt,63.0,chuyên
1fa754e9xpvaibaexe8qwxsyp7gy4t+gmtah8ln1,thpt,2.0,thpt
cd4516ffxpvaibaexe8qwxsyp7gy4zibndqrwzxl,thpt,41.0,thpt
3c97b80fxpvaibaexe8qwxsyp7gy4aavtx1vwq+q,thpt,35.0,thpt
389bb310xpvaibaexe8qwxsyp7gy4elb0s9fgekj,thpt,37.0,thpt
56288759xpvaibaexe9nzbs7fjgawzarj553aane,thpt,40.0,thpt
acd839cfxpvaibaexe9nzbs7fjgawbkamymhvxg6,thpt,40.0,thpt
1d62f14bxpvaibaexe9nzbs7fjgawv1gtlpt0/lg,thpt,42.0,chuyên
0fd4fde2xpvaibaexe9nzbs7fjgawegyv9vfcrxm,thpt,41.0,thpt
95a3dc58xpvaibaexe9nzbs7fjgawdvz+mk9iwzc,thpt,2.0,thpt
54432156xpvaibaexe9nzbs7fjgawtuv9kh5miu7,thpt,2.0,thpt
5920928bxpvaibaexe9nzbs7fjgawy8djbihaeuf,thpt,53.0,thpt
f6f6b79bxpvaibaexe9nzbs7fjgawvlsojzit2pi,thpt,47.0,thpt
e9663523xpvaibaexe9nzbs7fjgawcnvpcsaomdb,thpt,47.0,thpt
b716c584xpvaibaexe/qeoednkatr7/+wvy4ze0x,thpt,44.0,thpt
9666922expvaibaexe/qeoednkatr5efhcu31wmf,thpt,60.0,thpt
37dd42dexpvaibaexe/qeoednkatr6h1n8p0eg5r,thpt,2.0,thpt
be9a56cexpvaibaexe/qeoednkatr8hkqqptllnk,thpt,48.0,thpt
5f2e7e8fxpvaibaexe/qeoednkatr4mxe3vpwkx3,thpt,37.0,thpt
ddcf9febxpvaibaexe/qeoednkatr6le0iva8n3f,thpt,50.0,thpt
c4a41ea2xpvaibaexe/qeoednkatr89otft4+ffs,thpt,4.0,thpt
c669aa3expvaibaexe/qeoednkatrxlxjun/qxqg,thpt,41.0,chuyên
1e52387cxpvaibaexe/qeoednkatr3f+9rtybk3r,thpt,2.0,thpt
3cb71145xpvaibaexe+eliawcq1six2cfrbcxkac,thpt,2.0,thpt
dcbbbec8xpvaibaexe+eliawcq1si868gn2ja5lk,thpt,41.0,thpt
44c3a682xpvaibaexe+eliawcq1si8qtnnebo4l2,thpt,57.0,thpt
7b268a1expvaibaexe+eliawcq1sixuuuuwisyyb,thpt,2.0,thpt
770ab331xpvaibaexe+eliawcq1si9gc8ttsp2s0,thpt,30.0,thpt
c06b893cxpvaibaexe+eliawcq1si4xsoye2f3j2,thpt,2.0,thpt
93593695xpvaibaexe+eliawcq1siy5ly+pq/o0l,thpt,48.0,thpt
a0340d94xpvaibaexe+eliawcq1si+lcgzpqkyoq,thpt,40.0,thpt
4998c7e5xpvaibaexe+eliawcq1si+vxst9nhuk8,thpt,37.0,thpt
f08854d3xpvaibaexe8h19matis8ucopgblwpkru,thpt,43.0,chuyên
4c983a31xpvaibaexe8h19matis8unkzb3bbalu0,thpt,2.0,thpt
61673d36xpvaibaexe8h19matis8ujmf0k5iixvf,thpt,2.0,thpt
dc750d66xpvaibaexe8h19matis8umc+sf3uworg,thpt,29.0,thpt
22a0d70axpvaibaexe8h19matis8ulq/4/j30zgs,thpt,40.0,thpt
5e5e83b1xpvaibaexe8h19matis8unioqoehxacf,thpt,48.0,thpt
191f1835xpvaibaexe8h19matis8uliut2cuqi3e,thpt,38.0,thpt
6238ddf7xpvaibaexe8h19matis8unxoesjiaph1,thpt,63.0,thpt
77e7afacxpvaibaexe8h19matis8ujtnptqgobo5,thpt,34.0,thpt
7cd26520xpvaibaexe9f+ou8wunbqdh/0qxxvbp5,thpt,42.0,thpt
77d30c4bxpvaibaexe9f+ou8wunbqpq0rvvesxhz,thpt,48.0,thpt
6de8eae8xpvaibaexe9f+ou8wunbqeoxnet+0x3h,thpt,35.0,thpt
bf5cda54xpvaibaexe9f+ou8wunbqe3woauru4uw,thpt,35.0,thpt
3d4ad6c3xpvaibaexe9f+ou8wunbqe7utnvm7nra,thpt,49.0,thpt
4864f1bdxpvaibaexe9f+ou8wunbqkuw4h/zpk/u,thpt,29.0,thpt
d0067b90xpvaibaexe9f+ou8wunbqc85gv/05gsu,thpt,59.0,thpt
06942bb3xpvaibaexe9f+ou8wunbqo0zssbkhohm,thpt,48.0,thpt
e3c21986xpvaibaexe9f+ou8wunbqfg7g8s1jbzr,thpt,46.0,chuyên
7f1cfa40xpvaibaexe9qltw0miqvite2pm8f59ik,thpt,38.0,thpt
b321f0f6xpvaibaexe9qltw0miqviuh1+yzwpay6,thpt,41.0,thpt
7e860eb1xpvaibaexe9qltw0miqviw+7jbdzv9+1,thpt,17.0,thpt
5a14304expvaibaexe9qltw0miqviawmclbevdho,thpt,48.0,thpt
e5a01c4expvaibaexe9qltw0miqviub0tshvrech,thpt,2.0,thpt
48ae790bxpvaibaexe9qltw0miqviwbcw25ivjhe,thpt,39.0,thpt
bfae3be6xpvaibaexe9qltw0miqviar1qslilfzj,thpt,31.0,thpt
624f86dcxpvaibaexe9qltw0miqvity/dlivyuul,thpt,43.0,thpt
afba3a28xpvaibaexe9qltw0miqviagr0zkv7pi6,thpt,50.0,thpt
94d76ff5xpvaibaexe9qltw0miqvifouf4ajn9qf,thpt,37.0,thpt
0d013b2cxpvaibaexe/8vzv/jug2bw/4if+tryud,thpt,52.0,thpt
b9a25c47xpvaibaexe/8vzv/jug2btrpaosoeg39,thpt,43.0,chuyên
5e7a1738xpvaibaexe/8vzv/jug2bb9hiwxeyt4d,thpt,2.0,thpt
0d2823dbxpvaibaexe/8vzv/jug2bqnxjfmrzhuw,thpt,42.0,thpt
fbfcc2d9xpvaibaexe/8vzv/jug2be6mz0qjxpml,thpt,4.0,thpt
edcc64d1xpvaibaexe/8vzv/jug2bdfsnocah4ud,thpt,2.0,thpt
6a3b3095xpvaibaexe/8vzv/jug2bcdi7upsljz9,thpt,42.0,thpt
9558786expvaibaexe8dnlmqqfnjpus66s+lpwaf,thpt,58.0,chuyên
1eb83626xpvaibaexe8dnlmqqfnjplhzsibdoj8k,thpt,2.0,thpt
63187579xpvaibaexe8dnlmqqfnjpvsvimstzgzv,thpt,37.0,thpt
361e6963xpvaibaexe8dnlmqqfnjpju82mloclpn,thpt,32.0,thpt
af170cefxpvaibaexe8dnlmqqfnjpl2db6oienye,thpt,2.0,thpt
1aeca766xpvaibaexe8dnlmqqfnjps4eqlpqoxaw,thpt,42.0,thpt
ac8c0b09xpvaibaexe8pcwjaf/8k/nch+vrnley4,thpt,52.0,thpt
6b2b09a5xpvaibaexe8pcwjaf/8k/f+vp0qeysq2,thpt,29.0,thpt
4cf64c57xpvaibaexe8pcwjaf/8k/jhejjzie4ck,thpt,63.0,thpt
e43452adxpvaibaexe8pcwjaf/8k/nfizosfcxnp,thpt,42.0,thpt
ebe92217xpvaibaexe8pcwjaf/8k/fzotrd1y5ee,thpt,41.0,thpt
83f43c68xpvaibaexe8pcwjaf/8k/o+dnq4hi07p,thpt,2.0,thpt
3fcf79e2xpvaibaexe8pcwjaf/8k/igkhjsjrad5,thpt,48.0,thpt
c4cb17faxpvaibaexe8pcwjaf/8k/igla9ixhtjj,thpt,2.0,thpt
387e8b4expvaibaexe8pcwjaf/8k/eh54oqujg7t,thpt,37.0,thpt
45842ae8xpvaibaexe+sqsfsqovn9z3lpmk4feat,thpt,42.0,thpt
f74f064fxpvaibaexe+sqsfsqovn96xj/txm1naj,thpt,43.0,thpt
e77b6e89xpvaibaexe+sqsfsqovn994u0to1bft2,thpt,59.0,thpt
8da9638cxpvaibaexe+sqsfsqovn90pxsvxbnfvp,thpt,54.0,thpt
e709ad9axpvaibaexe+sqsfsqovn96g+seowk2u0,thpt,2.0,thpt
2a4b697expvaibaexe+sqsfsqovn9xt08z6xhdzn,thpt,34.0,chuyên
f4ace351xpvaibaexe+sqsfsqovn960gh9d2g58l,thpt,17.0,thpt
b5a93f62xpvaibaexe+sqsfsqovn9xhprfkkgmki,thpt,2.0,thpt
13cd8c0dxpvaibaexe/thzsgycyuglyjsqbr57y/,thpt,34.0,thpt
